barName,barLicense,State of Residence,Hours of Op
ALOHA TOKYO,null,KS,6AM--12PM
BURGER KING #10295,BL215,OR,7AM--11PM
FANTASIES,BL162,WY,7AM--12PM
CANTON'S PEARLS,BL109,CT,8AM--11PM
CHARLES ST DELI,BL973,VA,7AM--11PM
CLUB MATE,BL486,CA,8AM--11PM
EL TORITO MEXICAN RESTAURANT,BL877,AZ,10AM--11PM
EASTSIDE  SPORTS  SOCIAL  CLUB,BL471,LA,7AM--12PM
CLUB MATE,BL655,CO,10AM--11PM
AMBROSIA'S,BL893,CT,7AM--12PM
CAROLINA'S TEX-MEX RESTURANT,BL728,MO,9AM--12PM
CLUB CLIMAX,BL584,MO,8AM--11PM
ALOHA TOKYO,BL676,TN,6AM--12PM
BILL'S CAFE,BL538,NY,10AM--11PM
FIVE GUYS @ BREWERS HILL,BL831,MO,7AM--11PM
CHEF PAOLINO,BL631,DE,8AM--12PM
GINGER'S,BL658,FL,8AM--12PM
CAPTAIN LARRY'S,BL923,WY,6AM--11PM
CLUB 1722,BL662,KS,7AM--11PM
CHUBBIES CLUB,BL472,MO,8AM--12PM
BUTTS & BETTY'S TAVERN  INC.,BL913,MN,7AM--12PM
CIAO BELLA RESTAURANT,BL489,MA,10AM--12PM
CLUBHOUSE BAR,BL950,SC,7AM--11PM
CHUNG MEE RESTAURANT,BL386,IN,7AM--12PM
BARISTA ESPRESSO CAFå,BL946,DE,6AM--12PM
BEACH  BUMS CAFå,BL510,HI,10AM--11PM
CHICKEN RICO,BL638,MS,10AM--12PM
DIMITRI'S TAVERN,BL317,CA,9AM--12PM
BIG TEE'S BAR & GRILL,BL797,ME,7AM--12PM
BURGER KING #2610,BL584,DC,8AM--11PM
FRIEND'S RESTAURANT AND SPIRITS,BL836,AK,8AM--11PM
edelweiss bakery & caf‰Û_',BL189,AK,7AM--11PM
3 KINGS,BL610,MI,6AM--12PM
ARAMARK FHC SPORTS (BAR 210),BL166,WV,9AM--12PM
CLIPPER MILL INN,BL614,WY,8AM--12PM
FREDERICK STATION SALOON,BL783,LA,7AM--11PM
ARAMARK FHC SPORTS (BAR 244),BL499,TN,8AM--12PM
B G'S,BL359,FL,6AM--12PM
BEACH  BUMS CAFå,BL420,LA,10AM--12PM
BALTMORE KICKERS,BL000,IL,10AM--11PM
DIZZY  IZZY,BL146,CA,7AM--12PM
courthouse east caf‰Û_',BL137,ND,8AM--11PM
BAY ATLANTIC CLUB,BL924,WY,6AM--11PM
BULLSEYE BAR & GRILLE,BL577,NV,9AM--11PM
FIVE POINT TAVERN,BL043,SC,9AM--12PM
DOMINICANO INTERNACIONAL,BL032,MS,7AM--12PM
caribbean paradise,BL374,CA,9AM--11PM
ARAMARK/PNC,BL076,ND,9AM--12PM
CAZBAR,BL129,TN,8AM--12PM
ANGELINA'S,BL950,NH,7AM--11PM
BURGER KING #10295,BL696,UT,8AM--11PM
5-MILE HOUSE,BL060,CA,10AM--11PM
COCONUT CAFå,BL151,MI,8AM--11PM
CHOPPER'S TAVERN,BL821,AL,7AM--12PM
FORT CHARLES PUB,BL211,MO,7AM--12PM
EASTERN HOUSE RESTAURANT,BL661,DE,6AM--11PM
BURGER KING #1950,BL772,OR,10AM--12PM
FULTON RESTAURANT,BL713,NY,9AM--12PM
BLUE POINT CRAB HOUSE (seasonal),BL468,IN,9AM--11PM
CHINA EAST,BL370,CA,7AM--12PM
DILONE GROCERY & RESTAURANT,BL780,MA,7AM--12PM
BANTHAI,BL658,SC,9AM--11PM
CATALINA RESTAURANT,BL805,TN,9AM--12PM
GINGER'S,BL728,NC,10AM--11PM
A & W RESTAURANT,BL005,IN,9AM--11PM
CHARLES RESTAURANT  &  CARRYOUT,BL994,WV,9AM--11PM
DAVID'S RESTAURANT & DELI,BL328,NC,7AM--11PM
DIMITRI'S TAVERN,BL085,GA,9AM--12PM
DUNKIN DONUTS,BL941,CT,8AM--12PM
ARA-MONUMENTAL LIFE INSURANCE COMPANY,BL471,MI,8AM--12PM
CLUB 1722,BL285,AZ,9AM--12PM
BALTIMORE MARRIOTT-INNER HARBOR/REST/BAR,BL933,CA,8AM--12PM
CLUBHOUSE BAR,BL320,CA,8AM--12PM
DUCK'S BLACK SATIN LOUNGE,BL486,NE,8AM--12PM
CAPTAIN LARRY'S,BL215,WV,7AM--12PM
ARAMARK FHC SPORTS  (MAIN KITCHEN),BL011,WI,10AM--11PM
FRED & MARGIE'S INN,BL652,UT,8AM--12PM
europe restaurant & catering,BL389,WY,8AM--12PM
CLIFTON PARK GOLF COURSE SNACK BAR,BL173,NC,9AM--12PM
AL-HO CLUB,BL506,CO,8AM--12PM
CATCH 22 SALOON,BL914,MN,6AM--11PM
CAFå SUSSIE'S,BL495,NY,7AM--12PM
B,BL097,AL,9AM--11PM
BLEACHERS,BL009,SD,10AM--11PM
CLUB PUSSYCAT,BL763,WV,10AM--11PM
BELT STREET PUB,BL384,SD,7AM--11PM
CLUB RIO & TOUCH OF CLASS,BL544,VT,9AM--12PM
BREWER'S HILL PUB & GRILL,BL583,ME,9AM--12PM
DUTCH POT CAFå,BL877,DE,9AM--11PM
CANTON STATION,BL636,DC,6AM--12PM
BLUE AGAVE RESTAURANT AND TEQUILERIA,BL914,NE,8AM--11PM
CHOCOLATEA,BL139,NC,10AM--12PM
CATTLE & FIN GRILL,BL864,LA,10AM--12PM
ALE MARY'S,BL485,AZ,9AM--12PM
BOB'S OLDIE'S CAFå,BL850,ND,10AM--11PM
ARAMARK FHC SPORTS (BAR 232),BL850,CT,6AM--12PM
FRIEND'S RESTAURANT AND SPIRITS,BL660,NC,9AM--12PM
EAGLE NEST,BL971,NH,9AM--12PM
DRIFTERS RAW BAR & GRILL,BL033,NV,8AM--12PM
DONNA'S,BL384,SD,7AM--11PM
CAZBAR,BL324,PA,6AM--12PM
Fleming's Prime Steakhouse and Wine Bar,BL810,NY,10AM--12PM
BURGER KING # 13360,BL001,LA,7AM--12PM
GERMANIO'S RESTAURANT,BL743,MO,8AM--12PM
CHAMPAGNE TONY'S,BL370,DC,10AM--12PM
3 KINGS,BL758,NE,6AM--12PM
DONNA'S CHARLES VILLAGE  LLC,BL928,KS,8AM--11PM
DIAMOND LOUNGE   (415 1/2 E. BALTIMORE STREET),BL136,MD,10AM--12PM
CANTON'S PEARLS,BL179,CA,6AM--12PM
BUSTER'S PUB,BL468,CA,7AM--11PM
COLD STONE CREAMERY #1479,BL571,MA,7AM--11PM
CLUB PUSSYCAT,BL805,MT,9AM--12PM
EASTERN HOUSE RESTAURANT,BL436,ME,9AM--12PM
DREAMS INN,BL076,MA,8AM--12PM
B,BL864,MN,9AM--11PM
CAFå GOURMET,BL616,PA,8AM--12PM
CLUB LUZERENE,BL013,OK,9AM--11PM
DASH SEAFOOD & CHICKEN,BL322,VA,7AM--11PM
BURGER KING # 13360,BL173,CA,7AM--11PM
FULTON RESTAURANT    (2201 1/2 FULTON AVENUE),BL296,KS,10AM--12PM
ABACROMBIE FINE FOODS,BL259,SD,9AM--12PM
ATWATER'S,BL137,TN,7AM--12PM
CASTAWAY'S BAR &  GRILL,BL652,AK,6AM--12PM
BALTIMORE MARRIOTT-INNER HARBOR/REST/BAR,BL623,MD,7AM--11PM
COSMOPOLITAN BAR & GRILL,BL043,WV,8AM--12PM
FRIEND'S RESTAURANT AND SPIRITS,BL736,MO,10AM--11PM
CLUB CHOICES,BL456,AZ,9AM--12PM
COURTYARD BY MARRIOTT & COURTYARD CAFE & LOUNGE,BL668,UT,7AM--12PM
FOGO DE CHAO,BL588,IA,10AM--12PM
BIG TEE'S BAR & GRILL,BL141,NH,9AM--12PM
DARKER THAN BLUE,BL852,KS,6AM--12PM
CAFE' INTERNATIONALE,BL499,NC,10AM--12PM
EAT MUST BE FIRST,BL145,KS,8AM--12PM
BROADWAY DINER,BL383,AR,9AM--12PM
GARDEN BEEF & BEER,BL950,AL,8AM--11PM
BALTIMORE EAGLE  INC.,BL020,LA,6AM--12PM
babalu grill,BL722,UT,10AM--12PM
CLASSIC CAFE EXPRESS,BL484,KS,9AM--12PM
ACROPOLIS RESTAURANT,BL038,IA,9AM--12PM
CHEF PAOLINO,BL736,VA,8AM--11PM
BANJARA,BL013,AL,7AM--11PM
CHINESE KITCHEN,BL461,WY,9AM--11PM
DEAD END SALOON,BL359,WV,8AM--11PM
ARIZONA BAR & GRILL,BL022,MA,6AM--12PM
BANJARA,BL438,CO,9AM--11PM
EASTERN HOUSE RESTAURANT,BL288,CT,6AM--12PM
CAFå LATTE 'DA,BL534,HI,6AM--11PM
BROOKLYN INN  LLC,BL810,MA,7AM--11PM
ELVIS RESTAURANT,BL657,LA,6AM--11PM
3 KINGS,BL010,MS,8AM--12PM
ELLIOT'S POUR HOUSE,BL695,MS,9AM--11PM
COSMOPOLITAN BAR & GRILL,BL189,MO,6AM--12PM
COURTYARD BY MARRIOTT & COURTYARD CAFE & LOUNGE,BL780,MD,9AM--12PM
B.G.'S PUB INCORPORATED,BL638,KS,7AM--11PM
GECKOS,BL480,WY,8AM--12PM
BROOKLYN PLEASURE CLUB,BL544,MI,10AM--11PM
ALDO'S   RESTAURANT,BL806,NE,8AM--12PM
CASSANOVIA,BL389,NY,8AM--12PM
CURB SHOPPE,BL189,CO,9AM--11PM
BLACKTIE SERVICES,BL296,RI,7AM--11PM
CHARLES VILLAGE PUB,BL668,WV,7AM--12PM
DAYS INNS MANAGEMENT CO,BL878,MI,8AM--11PM
europe restaurant & catering,BL167,PA,7AM--11PM
CHINA EAST,BL538,TN,10AM--12PM
A & W RESTAURANT,BL097,TN,9AM--12PM
FLIP'S AT CLIPPER MILL,BL991,DC,9AM--12PM
CHIU'S SUSHI JAPANESE RESTAURANT,BL535,NY,8AM--11PM
CALIFORNIA PIZZA KITCHEN,BL322,null,8AM--12PM
CANTON COVE,BL657,HI,7AM--11PM
BOCCACCIO,BL634,IL,8AM--11PM
FISHERMANS WHARF INNER HARBOR,BL948,CO,9AM--12PM
CLUB ONE,BL655,MO,6AM--12PM
ARAMARK FHC SPORTS  (MAIN KITCHEN),BL894,AZ,6AM--11PM
BO BROOKS,BL009,MO,7AM--12PM
DIMITRI'S TAVERN,BL715,WV,10AM--12PM
GLADIATORS ASSOCIATIONS  INC,BL512,PA,8AM--12PM
CAMDEN PUB,BL486,CO,8AM--11PM
FRANK'S PIZZA,BL126,ME,7AM--11PM
DECKERS BAR & GRILLE,BL320,HI,7AM--11PM
CENTER STAGE,BL848,MT,6AM--11PM
CROSSROADS SPORTS PUB & GRILL,BL924,GA,8AM--12PM
CLUBHOUSE BAR & GRILL,BL899,AZ,6AM--12PM
FIVE POINT TAVERN,BL714,CO,9AM--12PM
CHINA EAST,BL512,AR,6AM--12PM
CAROLINA'S TEX-MEX RESTURANT,BL810,WI,8AM--12PM
CHRIS LIQUOR & GRILL,BL242,MO,10AM--12PM
BACKSTRETCH SALOON,BL377,MS,9AM--12PM
CURB SHOPPE,BL492,MI,9AM--11PM
CLAYTON FINE BOOKS & CAFå,BL316,WV,8AM--11PM
BROOKEY'S,BL559,AZ,9AM--11PM
BRASS MONKEY SALOON,BL588,CA,7AM--11PM
CHINA EAST,BL416,AK,10AM--12PM
claddagh pub,BL544,UT,8AM--12PM
caribbean paradise,BL357,WV,7AM--12PM
BERTHA'S RESTAURANT,BL728,FL,9AM--11PM
CHESAPEAKE WINE COMPANY,BL443,KS,8AM--11PM
DONRITZ BAR & GRILL,BL656,CO,7AM--12PM
DAILY GRIND,BL478,NE,9AM--11PM
DONNA'S,BL999,PA,7AM--11PM
CERIELLO FINE FOODS,BL296,DE,6AM--12PM
B & J RESTAURANT,BL218,WY,6AM--12PM
DONNA'S CHARLES VILLAGE  LLC,BL278,SD,9AM--12PM
crazy johns,BL538,AR,7AM--11PM
GAFFNEY'S BACK FIN ( seasonal),BL930,CT,9AM--11PM
club charles zodiac     (1724-1726 n. charles st),BL837,UT,9AM--11PM
CHOPPER'S TAVERN,BL535,LA,7AM--12PM
CERIELLO FINE FOODS,BL837,WY,8AM--11PM
AL-HO CLUB,BL114,WY,6AM--12PM
DESERT INN,BL579,CA,9AM--12PM
CHIAPPARELLI'S RESTAURANT,BL136,TN,9AM--11PM
AMBROSIA'S,BL043,MD,10AM--11PM
BALTIMORE PHO,BL334,LA,6AM--12PM
BURGER KING #1950,BL317,WY,9AM--11PM
ARIZONA BAR & GRILL,BL395,AZ,7AM--11PM
BURGER KING #10294,BL980,TN,6AM--11PM
CURB SHOPPE,BL480,WI,6AM--11PM
azteca de oro,BL486,VA,7AM--11PM
CANTON'S PEARLS,BL683,DC,6AM--12PM
DOWN THE HATCH,BL994,AL,6AM--12PM
CAPTAIN LARRY'S,BL486,IN,10AM--11PM
CAPTAIN LARRY'S,BL512,TN,6AM--12PM
D J'S GASLIGHT,BL189,FL,6AM--11PM
CHICKEN RICO,BL384,AR,9AM--11PM
B & J RESTAURANT,BL457,NC,9AM--11PM
CHAMPAGNE TONY'S,BL520,SD,9AM--11PM
CANTINA LAS AMERICAS/LA RUMBA,BL879,CT,8AM--12PM
COLLINS CORNER,BL914,MD,10AM--12PM
ARCOS,BL538,IL,8AM--11PM
AU BON PAIN,BL777,MO,9AM--12PM
B.G.'S PUB INCORPORATED,BL456,NY,9AM--12PM
FLIP'S AT CLIPPER MILL,BL576,MO,9AM--11PM
ACROPOLIS RESTAURANT,BL499,DE,10AM--11PM
CAROLINA'S TEX-MEX RESTURANT,BL355,FL,9AM--11PM
ALONSO'S RESTAURANT & COCKTAIL LOUNGE,BL800,HI,9AM--12PM
CANTON COVE,BL877,MT,8AM--12PM
ANNABEL LEE TAVERN,BL420,MS,10AM--12PM
DEAD END SALOON,BL558,RI,9AM--11PM
EL RECODO  INC.,BL118,DE,9AM--12PM
CEDONIA INN,BL593,UT,10AM--11PM
BOB DELI,BL805,AR,7AM--12PM
COCKY LOU'S,BL010,NV,7AM--11PM
DUKEM ETHIOPIAN RESTAURANT,BL664,MO,7AM--11PM
CHARM CITY INN,BL713,CT,6AM--12PM
ANGLE INN,BL948,WV,8AM--11PM
AVENUE BAR & LIQUOR,BL064,CT,6AM--11PM
CARLYLE CLUB,BL894,SC,7AM--12PM
ANNS AT LEXINGTON PLACE,BL241,LA,8AM--12PM
CARLYLE CLUB,BL783,LA,9AM--11PM
GEORGE'S CAFETERIA,BL899,AZ,9AM--11PM
BALTIMORE COUNTRY CLUB,BL341,AK,9AM--12PM
BURKE'S CAFå/ COMEDY FACTORY,BL999,HI,7AM--11PM
FIVE POINT TAVERN,BL713,HI,9AM--12PM
BAY CAFE,BL034,AZ,8AM--11PM
FILLIN' STATION,BL577,TN,9AM--11PM
COCO MOKA CAFå,BL949,AZ,9AM--11PM
FLIP'S AT CLIPPER MILL,BL924,null,7AM--11PM
FIRESIDE NORTH LIQUORS,BL914,HI,9AM--12PM
BLUE CRAB EXPRESS & CAFå INC.,BL126,MN,10AM--12PM
BALTIMORE EAGLE  INC.,BL536,NE,9AM--11PM
FISHERMANS WHARF INNER HARBOR,BL258,MA,10AM--12PM
3 W'S TAVERN,BL420,CO,8AM--12PM
CLUB HOUSE BAR & GRILL,BL047,MA,8AM--11PM
EL TORITO MEXICAN RESTAURANT,BL211,ND,8AM--11PM
BOB DELI,BL426,CT,9AM--12PM
CHINATOWN CAFå,BL137,MI,7AM--12PM
BLUE CRAB EXPRESS & CAFå INC.,BL311,NE,10AM--12PM
EL RINCONCITO PERUANO,BL715,AK,9AM--12PM
CHUNG MEE RESTAURANT,BL393,MA,7AM--11PM
CHOCOLATEA,BL744,UT,8AM--12PM
BIG APPLE TREE CAFå,BL250,AZ,10AM--12PM
BIRCHES RESTAURANT,BL604,AR,7AM--11PM
CEDONIA INN,BL139,HI,8AM--12PM
BROOKLYN INN  LLC,BL111,OR,8AM--11PM
GENTLEMEN OF CHARISMA,BL665,AZ,10AM--11PM
CLUB MITCHELL,BL683,MA,10AM--11PM
CLUB INTERNATIONAL,BL504,AL,7AM--12PM
CHINESE DELIGHT,BL183,MI,7AM--11PM
BERMUDA BAR,BL420,FL,9AM--12PM
BOB'S OLDIE'S CAFå,BL060,WI,6AM--11PM
AMERICAN LEGION FEDERAL POST #19,BL357,ND,6AM--12PM
FIELDS OLD TRAIL,BL380,NH,8AM--11PM
CLIFTON PARK GOLF COURSE SNACK BAR,BL058,DE,8AM--11PM
GENTLEMEN OF CHARISMA,BL872,MN,7AM--12PM
DAVEY JONES LOCKER,BL576,IA,10AM--12PM
BALTIMORE BEVERAGE CO. LLC,BL233,NH,10AM--12PM
CLUB HUSH,BL673,DE,8AM--11PM
BUFFALO WINGGS AND BEER,BL937,MI,7AM--11PM
CREATIVE ALLIANCE,BL842,MD,7AM--12PM
FIVE SEASONS,BL831,WV,9AM--12PM
ACROPOLIS RESTAURANT,BL783,MT,9AM--11PM
AIRPORT BAR & GRILL  INC.,BL334,NC,9AM--11PM
CANTON COVE,BL545,IA,7AM--12PM
CANTINA LAS AMERICAS/LA RUMBA,BL585,TN,8AM--11PM
CATON HOUSE RESTAURANT,BL122,MS,8AM--11PM
GALLAGHERS BAR & GRILL    (938-940),BL070,NC,10AM--11PM
ALE MARY'S,BL038,DC,9AM--11PM
CIAO BELLA RESTAURANT,BL012,MO,6AM--12PM
DECADES SPORTS BAR,BL395,NC,9AM--12PM
CAFE ZEN,BL031,NH,7AM--11PM
B,BL492,UT,8AM--12PM
DOWNTOWN SPORTS EXCHANGE,BL227,AZ,8AM--11PM
GENJI SUSHI EXPRESS   (A.K.A. 600 S EXETER ST),BL976,WI,6AM--12PM
COFFEE LAND,BL951,CO,9AM--12PM
ANGLE INN,BL436,ND,6AM--11PM
GOLDEN NUGGET,BL146,NC,9AM--12PM
ANNS AT LEXINGTON PLACE,BL000,FL,9AM--11PM
BALTIMORE MARRIOTT WATERFRONT/EMPLOYEE CAFETERIA,BL086,ME,9AM--11PM
GINGER'S,BL179,AZ,7AM--11PM
COOKIE'S  CITY  LINE  DINER,BL377,IL,8AM--12PM
FOXY LADY,BL877,WV,7AM--11PM
EVERYDAY'S LLC,BL515,KS,6AM--12PM
blue island malaysian cuisine,BL877,WV,9AM--12PM
ATWATER'S,BL457,TN,9AM--12PM
ANNS AT LEXINGTON PLACE,BL316,NH,9AM--12PM
DING HOW RESTAURANT,BL024,AZ,9AM--11PM
CORKS,BL520,IA,8AM--12PM
FIELDS RIB HOUSE,BL097,NE,9AM--11PM
DIONYSUS RESTAURANT & LOUNGE,BL636,MI,9AM--12PM
COSMOPOLITAN BAR & GRILL,BL579,MN,9AM--12PM
FIVE GUYS FAMOUS BURGERS & FRIES,BL395,NH,8AM--12PM
GALLERY CAFå,BL765,NE,6AM--12PM
ALONSO'S RESTAURANT & COCKTAIL LOUNGE,BL709,NH,9AM--12PM
crazy johns,BL296,AK,7AM--12PM
19TH HOLE,BL091,PA,8AM--12PM
BEDROCK (KITCHEN AREA),BL534,GA,8AM--12PM
GEN-JOSEPH HALLER POST #95  AMERICAN LEGION  INC.,BL719,AR,8AM--11PM
BALTIMORE MARRIOTT WATERFRONT/GRILLE 700 RESTAURAN,BL481,NH,10AM--11PM
DARKER THAN BLUE,BL300,FL,9AM--12PM
BALTIMORE COUNTRY CLUB,BL480,TN,7AM--12PM
COSMOS RESTAURANT-CARRYOUT (5427-29),BL585,CO,7AM--11PM
AVENUE BAR & LIQUOR,BL558,NH,6AM--12PM
FRANKLINTOWN INN,BL972,SC,8AM--12PM
FIVE SEASONS,BL719,OR,8AM--12PM
FULL MOON SALOON,BL109,AL,7AM--11PM
ALFEO'S,BL665,MS,8AM--11PM
EL RANCHO GRANDE,BL491,MA,7AM--11PM
COOKIE'S  CITY  LINE  DINER,BL652,WV,9AM--12PM
BURGER KING # 13360,BL189,ME,7AM--11PM
BILTMORE SUITES HOTEL,BL038,WY,9AM--11PM
DEAD END SALOON,BL296,KS,8AM--11PM
FIRESIDE NORTH LIQUORS,BL438,NC,8AM--11PM
DUNKIN DONUTS & BASKIN ROBBINS,BL780,MO,8AM--12PM
GOLDEN KEY RESTAURANT,BL265,MS,6AM--12PM
CARL REFEERS BAR & GRILL,BL076,MD,9AM--11PM
BREEZE INC.,BL781,WY,7AM--12PM
FIVE GUYS @ BREWERS HILL,BL389,CA,9AM--11PM
ABACROMBIE FINE FOODS,BL530,PA,9AM--11PM
DONRITZ BAR & GRILL,BL698,NV,9AM--11PM
BLUE POINT CRAB HOUSE (seasonal),BL973,FL,7AM--11PM
CLUB LUZERENE,BL656,AZ,9AM--11PM
FISHERMANS WHARF INNER HARBOR,BL038,GA,8AM--12PM
BURGER KING,BL248,WV,9AM--12PM
Fleming's Prime Steakhouse and Wine Bar,BL361,UT,7AM--12PM
CAFå SUSSIE'S,BL001,NE,10AM--11PM
ARAMARK FHC SPORTS (BAR 217),BL688,MO,7AM--11PM
CASTAWAY'S BAR &  GRILL,BL170,WV,9AM--12PM
babalu grill,BL623,MO,9AM--11PM
FEDERAL HILL LOUNGE,BL102,WI,6AM--12PM
BALTMORE KICKERS,BL571,CO,8AM--12PM
BALTMORE KICKERS,BL340,CT,8AM--12PM
Fleming's Prime Steakhouse and Wine Bar,BL320,NY,9AM--11PM
FULTON RESTAURANT    (2201 1/2 FULTON AVENUE),BL510,CT,8AM--11PM
BEST WESTERN TRAVEL PLAZA,BL324,IL,7AM--11PM
BALTIMORE EAGLE  INC.,BL638,MS,7AM--12PM
ARAMARK FHC SPORTS (BAR 232),BL265,NY,9AM--11PM
BLUE PARROT,BL714,ME,10AM--11PM
BALTIMORE MARRIOTT WATERFRONT/GRILLE 700 RESTAURAN,BL183,NY,6AM--12PM
EDENS LOUNGE,BL524,DE,9AM--12PM
ARAMARK/PNC,BL288,NH,6AM--12PM
CHEERLEADERS,BL950,VA,8AM--12PM
ELLIOT'S POUR HOUSE,BL374,NY,7AM--11PM
AMIGO'S BAR,BL263,MS,9AM--12PM
CLUB ONE,BL179,UT,8AM--11PM
CHOPPER'S TAVERN,BL655,WI,8AM--11PM
FLAMINGO  LOUNGE,BL947,MA,6AM--11PM
BARTENDERS,BL576,RI,6AM--11PM
DUCK'S BLACK SATIN LOUNGE,BL937,WI,7AM--11PM
ELLIOT'S POUR HOUSE,BL874,DC,7AM--11PM
BYZANTIO CAFå,BL324,PA,9AM--12PM
BRASSERIE TATIN,BL336,AR,7AM--11PM
FOGO DE CHAO,BL395,PA,9AM--11PM
COURTYARD BY MARRIOTT & COURTYARD CAFE & LOUNGE,BL506,WI,7AM--11PM
CURTIS BAY ATHLETIC CLUB,BL541,DE,10AM--12PM
AMERICAN LEGION POST #187,BL383,null,8AM--12PM
GEN-JOSEPH HALLER POST #95  AMERICAN LEGION  INC.,BL357,AK,9AM--12PM
BIG TEE'S BAR & GRILL,BL406,ME,7AM--11PM
AKBAR RESTAURANT,BL758,UT,7AM--11PM
FRAZIER'S ON THE AVENUE,BL555,WV,10AM--12PM
CLUB BAR,BL880,RI,6AM--11PM
CARLOS O'CHARLIES,BL615,IL,7AM--11PM
ALLEN RESTAURANT,BL278,MT,9AM--12PM
BRASSERIE TATIN,BL941,RI,9AM--12PM
CIRCUS BAR & RESTAURANT,BL293,CO,7AM--12PM
BLACKTIE SERVICE  LLP,BL118,MO,8AM--12PM
CLAYTON FINE BOOKS & CAFå,BL640,SD,10AM--12PM
CAFå GOURMET,null,PA,9AM--12PM
CLUB HAREM,BL296,UT,8AM--12PM
A & W RESTAURANT,BL184,MO,8AM--12PM
EVERYDAY'S LLC,BL545,HI,8AM--12PM
BARTENDERS,BL384,AR,9AM--11PM
CANTINA LAS AMERICAS/LA RUMBA,BL036,MS,7AM--12PM
CANTON'S PORTSIDE TAVERN,BL085,MN,7AM--11PM
BERGER'S TAVERN  INCORPORATED,BL781,MO,7AM--11PM
CLUB PUSSYCAT,BL004,FL,8AM--12PM
AMIGO'S BAR,BL864,VT,10AM--12PM
BELAIR PUB,BL380,TN,9AM--12PM
FIRESIDE NORTH LIQUORS,BL296,GA,9AM--11PM
CLUB CHOICES,BL695,MD,9AM--12PM
BALTMORE KICKERS,BL009,CO,7AM--11PM
BALTIMORE MARRIOTT-INNER HARBOR/REST/BAR,BL515,KS,7AM--11PM
CHINESE DELIGHT,BL402,OR,7AM--11PM
DUKEM ETHIOPIAN RESTAURANT,BL962,CO,7AM--12PM
CHOW  MEIN CHARLIES  chinese food,BL924,CT,9AM--12PM
DUCK'S BLACK SATIN LOUNGE,BL593,UT,10AM--12PM
GOLDEN WEST CAFå  INC.,BL020,MO,8AM--11PM
DESERT INN,BL337,FL,8AM--11PM
DONNA'S CHARLES VILLAGE  LLC,BL535,AR,7AM--11PM
FOGO DE CHAO,BL114,MO,8AM--12PM
BALTIMORE MARRIOTT WATERFRONT/RIGANOS DELI,BL122,MS,8AM--12PM
ARIZONA BAR & GRILL,BL004,WV,10AM--12PM
BURGER KING #2610,BL486,AR,9AM--12PM
CAPTAIN LARRY'S,BL231,DE,7AM--12PM
CHUCK'S,BL631,KS,9AM--11PM
BIG BAD WOLF'S HOUSE OF BARBEQUE,BL242,NE,10AM--11PM
DUNKIN DONUTS/BASKIN ROBBINS,BL542,ME,7AM--12PM
BROOKLYN INN  LLC,BL962,LA,8AM--12PM
EL-MOLINO,BL444,OR,10AM--12PM
BURGER KING # 10293,BL928,CO,8AM--11PM
Fleming's Prime Steakhouse and Wine Bar,BL972,NH,9AM--12PM
300 SOUTH ANN STREET,BL576,OR,7AM--12PM
CARLOS O'CHARLIES,BL371,CO,9AM--11PM
ASAHI SUSHI,BL914,DE,8AM--12PM
GLASS DOOR lounge,BL813,FL,7AM--12PM
FIELDER'S TAVERN,BL026,IL,9AM--11PM
BROOKLYN PLEASURE CLUB,BL118,SD,8AM--12PM
CASSANOVIA,BL317,WY,6AM--12PM
ELLIOT'S POUR HOUSE,BL296,AZ,6AM--11PM
BRUCE MCKELDIN CONSULTING  LLC,BL162,AK,9AM--11PM
BOP BRICK OVEN PIZZA,BL146,CT,8AM--11PM
BANJARA,BL118,NH,8AM--12PM
CHUCK'S,BL950,OR,8AM--12PM
CHAZZ &  REN'E,BL457,ND,8AM--11PM
CANTON'S PEARLS,BL259,SC,7AM--11PM
FLETCHERS,BL248,MO,10AM--12PM
ARAMARK FHC SPORTS (BAR 221),BL660,FL,9AM--11PM
AKBAR RESTAURANT,BL713,WV,7AM--12PM
BLARNEY STONE PUB,BL696,OR,6AM--12PM
FULTON RESTAURANT,BL090,CO,8AM--12PM
BARTENDERS,BL146,ME,10AM--12PM
FRED & MARGIE'S INN,BL538,KS,8AM--11PM
ARAMARK FHC SPORTS  (MAIN KITCHEN),BL001,WY,6AM--12PM
CAFå SUSSIE'S,BL340,KS,6AM--12PM
BREWER'S HILL PUB & GRILL,BL338,CT,9AM--11PM
ARCH SOCIAL CLUB,BL164,DE,8AM--12PM
DUNKIN DONUTS/BASKIN ROBBINS,BL544,HI,6AM--12PM
CALIFORNIA PIZZA KITCHEN,BL706,SC,10AM--11PM
ESPN  ZONE,BL676,VT,8AM--11PM
CENTER CLUB  INCORPORATED,BL652,IL,7AM--12PM
europe restaurant & catering,BL338,FL,8AM--11PM
ELDORADO INC.,BL948,GA,7AM--12PM
CORRADO'S CAFå,BL948,NY,7AM--12PM
FIRESIDE NORTH LIQUORS,BL895,null,8AM--11PM
BALTIMORE MARRIOTT WATERFRONT/EMPLOYEE CAFETERIA,BL460,GA,9AM--11PM
CHARLES & MADISON  LLC,BL233,UT,9AM--11PM
CHEF PAOLINO,BL747,ME,10AM--12PM
CLIPPER MILL INN,BL484,MT,10AM--12PM
BIRDS OF A FEATHER,BL462,IL,8AM--12PM
FORT CHARLES PUB,BL495,HI,9AM--11PM
BILL'S CAFE,BL714,MS,10AM--12PM
BREEZE INC.,BL657,PA,10AM--12PM
